"Resource Type","Item Code","Item Group","Item Desc","Unit","Inactive","Tax Rate","Lead Period","Status",
"Material","FTM0147","Furniture Material","PTA SCREW 38 x 8","PKT",false,18.0,4.0,"Approved",
"Material","FTM0155","Furniture Material","Bombino chair","Nos",false,18.0,17.0,"Approved",
"Material","FTM0002","Furniture Material","18mm Waterproof Ply 8 x 4","Sq.Ft.",false,0.0,4.0,"Approved",
"Material","FTM0098","Furniture Material","Hinges (5 x 38)","Nos",false,0.0,4.0,"Approved",
"Material","FTM0274","Furniture Material","1"" x 1"" x 3"" Hinges","NOS",false,18.0,4.0,"Approved",
"Material","FTM0275","Furniture Material","PLASTIC WALL PLUG 12X50","PKT",false,18.0,7.0,"Approved",
"Material","FTM0277","Furniture Material","TELESCOPIC DITOX","NOS",false,18.0,7.0,"Approved",
"Material","FTM0278","Furniture Material","PTA Screw 13 X 7","PCS",false,18.0,4.0,"Approved",
"Material","FTM0276","Furniture Material","PLASTIC WALL PLUG 10X50","PKT",false,18.0,7.0,"Approved",
"Material","FTM0025","Furniture Material","Hinges SS 4 x 1","NOS",false,18.0,4.0,"Approved",
"Material","FTM0279","Furniture Material","Ss Screw 13X4 Star","PCS",false,18.0,4.0,"Approved",
"Material","FTM0287","Furniture Material","AUTO HINGES 8X12 MM","NOS",false,18.0,7.0,"Approved",
"Material","FTM0280","Furniture Material","Ss Screw 25X4 Star","PCS",false,18.0,4.0,"Approved",
"Material","FTM0283","Furniture Material","HINGES 4X3 / 4X12 MM L ACCENT","PCS",false,18.0,4.0,"Approved",
"Material","FTM0281","Furniture Material","AUTO HINGES 15X6 MM","PCS",false,18.0,4.0,"Approved",
"Material","FTM0282","Furniture Material","AUTO HINGES 0X19 MM","PCS",false,18.0,7.0,"Approved",
"Material","FTM0288","Furniture Material","AUTO HINGES 16X6MM","NOS",false,18.0,7.0,"Draft",
"Material","FTM0284","Furniture Material","HINGES 4X3 / 4X6 MM  L ACCENT","PCS",false,18.0,4.0,"Approved",
"Material","FTM0286","Furniture Material","FEVICOL EZEE SPREY 383GM","NOS",false,18.0,4.0,"Approved",
"Material","FTM0285","Furniture Material","HINGES 4X3 / 4X19 MM  L ACCENT","PCS",false,18.0,4.0,"Approved",
"Material","FTM0289","Furniture Material","HINGES 4X3/4X3/4X3/32 BUTT ACCENT","NOS",false,18.0,4.0,"Approved",
"Material","FTM0291","Furniture Material","SIDE TABLE","NOS",false,18.0,17.0,"Approved",
"Material","FTM0292","Furniture Material","50X10 SS SCREW","PCS",false,18.0,4.0,"Approved",
"Material","FTM0297","Furniture Material","EDGE HANDEL 1501 BLACK 300MM 12""","PCS",false,0.0,4.0,"Approved",
"Material","FTM0293","Furniture Material","EDGE HANDEL 1501 BLACK 450MM 18""","PCS",false,0.0,4.0,"Approved",
"Material","FTM0296","Furniture Material","EDGE HANDEL 1501 BLACK 500MM 20 ""","PCS",false,0.0,4.0,"Approved",
"Material","FTM0295","Furniture Material","EDGE HANDEL 1101 BLACK 700MM 28""","PCS",false,0.0,4.0,"Approved",
"Material","FTM0294","Furniture Material","EDGE HANDEL 1501 BLACK 400MM 16""","PCS",false,0.0,4.0,"Approved",
"Material","FTM0298","Furniture Material","ROAP BOTOM","set",false,0.0,4.0,"Approved",
"Material","FTM0299","Furniture Material","GI WIRE 02MM","MTR",false,0.0,4.0,"Approved",
"Material","FTM0300","Furniture Material","PTA SCREW 40 X 8","NOS",false,0.0,4.0,"Approved",
"Material","FTM0301","Furniture Material","SS HINGES 5 x 1.1/4"" (2.5MM)","NOS",false,0.0,4.0,"Approved",
"Material","FTM0302","Furniture Material","PVC WALL PLUG 35 * 8 MM","PKT",false,0.0,4.0,"Approved",
"Material","FTM0303","Furniture Material","SCREW MIRROR CAP 12MM","NOS",false,18.0,4.0,"Approved",
"Material","FTM0318","Furniture Material","MDF SHEET","Sq.Ft.",false,0.0,6.0,"Approved",
"Material","GM0001","Glass Material","100mm Extra Clear Glass","Sq.Ft.",false,0.0,17.0,"Approved",
"Material","GM0002","Glass Material","12mm Clear Toughened","Sq.Ft.",false,0.0,17.0,"Approved",
"Material","GM0003","Glass Material","12mm  tintad Toughened","Sq.Ft.",false,0.0,17.0,"Approved",
"Material","GM0004","Glass Material","6mm Extra Clear Glass","Sq.Ft.",false,0.0,17.0,"Approved",
"Material","GM0006","Glass Material","12 MM CLEAR GLASS","Sq.Ft.",false,18.0,14.0,"Approved",
"Material","GM0005","Glass Material","8mm Clear Toughened","Sq.Ft.",false,18.0,14.0,"Approved",
"Material","GM0007","Glass Material","Fhhs 3080 Combo Black Matt","sqm",false,0.0,7.0,"Approved",
"Material","GYM0007","Gym Equipment","DUAL LAT PULLDOWN / SEATED ROW MACHINE","NOS",false,18.0,30.0,"Approved",
"Material","GYM0008","Gym Equipment","DUAL LEG CURL/LEG EXTENSION MACHINE","NOS",false,18.0,30.0,"Approved",
"Material","GYM0010","Gym Equipment","COMMERCIAL ADJUSTABLE FLAT INCLINE DECLINE BENCH","NOS",false,18.0,30.0,"Approved",
"Material","GYM0016","Gym Equipment","CHROME PLATED OLYMPIC ROD EZ STYLE","NOS",false,18.0,30.0,"Approved",
"Material","GYM0003","Gym Equipment","RECUMBENT BIKE","NOS",false,18.0,30.0,"Approved",
"Material","GYM0004","Gym Equipment","SPIN BIKE","NOS",false,18.0,30.0,"Approved",
"Material","GYM0002","Gym Equipment","CROSS TRAINER","NOS",false,18.0,30.0,"Approved",
"Material","GYM0001","Gym Equipment","TREADMILL","NOS",false,18.0,30.0,"Approved",
"Material","GYM0015","Gym Equipment","CHROME PLATED OLYMPIC RODS","FT",false,18.0,30.0,"Approved",
"Material","GYM0017","Gym Equipment","Gym Equipments","Lumpsum",false,0.0,30.0,"Approved",
"Material","GYM0011","Gym Equipment","OLYMPIC PLATE TREE WITH ROD HOLDER","NOS",false,18.0,30.0,"Approved",
"Material","GYM0006","Gym Equipment","DUAL MULTI PRESS MACHINE","NOS",false,18.0,30.0,"Approved",
"Material","GYM0009","Gym Equipment","FLAT BENCH PRESS WITH FLAT OVAL STEEL TUBE CONSTRUCTION","NOS",false,18.0,30.0,"Approved",
"Material","GYM0013","Gym Equipment","HEXAGONAL DUMBBELLS 2.5 KGS TO 20 KGS","KGS",false,18.0,30.0,"Approved",
"Material","GYM0012","Gym Equipment","2 TIER 10 PAIR DUMBBELL RACK WITH HEAVY DUTY OVAL STEEL PIPE","NOS",false,18.0,30.0,"Approved",
"Material","GYM0005","Gym Equipment","DUAL PEC FLY/REAR DELT MACHINE","NOS",false,18.0,30.0,"Approved",
"Material","GYM0014","Gym Equipment","50mm DIA HOLE PLATES","KGS",false,18.0,30.0,"Approved",
"Service","LE0011","Labour Service","Plumbing Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","LE0018","Labour Service","WALL CUTTING WORK","Lumpsum",false,18.0,0.0,"Approved",
"Service","LE0008","Labour Service","Chicken mesh fixing work ( Pipe Joints )","RFT",false,0.0,0.0,"Approved",
"Service","LE0003","Labour Service","Slab conduct. work","FLAT",false,0.0,0.0,"Approved",
"Service","LE0005","Labour Service","Plaster Work - Internal Single Coat","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LE0009","Labour Service","Texture Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LE0007","Labour Service","External vata, Groove, Tapak work","RFT",false,0.0,0.0,"Approved",
"Service","LE0015","Labour Service","Depart Labour","Lumpsum",false,0.0,0.0,"Approved",
"Service","LE0006","Labour Service","Plaster work - External Double Coat","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LE0004","Labour Service","Masonry Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LE0012","Labour Service","Electrical Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","LE0002","Labour Service","Unskilled Labour","Nos",false,0.0,0.0,"Approved",
"Service","LE0014","Labour Service","Water Proofing work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LE0013","Labour Service","Colour Work","Sq.Ft.",false,18.0,0.0,"Approved",
"Service","LE0001","Labour Service","Skilled Labour","Day",false,0.0,1.0,"Approved",
"Service","LE0010","Labour Service","Providing & Fixing of PPGI Sheet","Sq.Ft.",false,18.0,0.0,"Approved",
"Service","LE0019","Labour Service","FURNITURE WORK","Lumpsum",false,0.0,0.0,"Approved",
"Service","LE0020","Labour Service","DG RENT","Lumpsum",false,0.0,0.0,"Approved",
"Service","LE0016","Labour Service","Labour Work","Lumpsum",false,18.0,0.0,"Approved",
"Service","LE0017","Labour Service","BREAKER WORK","TRIP",false,18.0,0.0,"Approved",
"Service","LHW0007","Landscape & Hardscape work","Pathway work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0009","Landscape & Hardscape work","Stepping Stone work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0006","Landscape & Hardscape work","Deck Floor work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0010","Landscape & Hardscape work","Plantations/Trees/Shrubs work","Lumpsum",false,0.0,0.0,"Approved",
"Service","LHW0008","Landscape & Hardscape work","Plaza work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0004","Landscape & Hardscape work","Multi Sport Court Area work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0014","Landscape & Hardscape work","Water Body Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0005","Landscape & Hardscape work","Netcricket work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0018","Landscape & Hardscape work","Gazebo & Swimming Pool Shed Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0013","Landscape & Hardscape work","Swing Courtyard Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0003","Landscape & Hardscape work","Skating Area work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0011","Landscape & Hardscape work","Seat Out Area work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0001","Landscape & Hardscape work","Party Lawn work Material with Labour","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0015","Landscape & Hardscape work","Terrace Landscape Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0016","Landscape & Hardscape work","Parking Area Development Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0017","Landscape & Hardscape work","Porch Area Development Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0002","Landscape & Hardscape work","Children's Play Area work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","LHW0019","Landscape & Hardscape work","Swimming Pool Area Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","LHW0012","Landscape & Hardscape work","Senior Citizen Area work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","MEP0001","M.E.P and HVAC Work","Basement Exhaust and Ventilation System Work","Lumpsum",false,0.0,0.0,"Approved",
"Material","MM0002","Masonary Material","Red Bricks","NOS",false,12.0,3.0,"Approved",
"Material","MM0005","Masonary Material","FOSROC Cebex 100","BAG",false,18.0,7.0,"Approved",
"Material","MM0003","Masonary Material","Bricks Tukda (Roda)","BRASS",false,0.0,3.0,"Approved",
"Material","MM0001","Masonary Material","Flyash Bricks","NOS",false,12.0,3.0,"Approved",
"Material","MM0004","Masonary Material","Fixo Block","NOS",false,0.0,3.0,"Approved",
"Material","MPM0001","Mechanical Parking","STACK PARKING (2.2 TON SHARED POWER PACK WITH SUPPORT)","NOS",false,18.0,30.0,"Approved",
"Service","MPW0001","Mechanical Parking work","Mechanical Parking Work","Lumpsum",false,0.0,0.0,"Approved",
"Material","MSM0042","Misc. Material","4"" BROWN TAPE","box",false,18.0,4.0,"Approved",
"Material","MSM0024","Misc. Material","Tar kucha","Nos",false,0.0,4.0,"Approved",
"Material","MSM0054","Misc. Material","3 X 50 MTR (75%) GREEN NET","NOS",false,0.0,4.0,"Approved",
"Material","MSM0067","Misc. Material","Petty cash & Depart Labour","Lumpsum",false,0.0,0.0,"Approved",
"Material","MSM0050","Misc. Material","FREIGHT","NOS",false,18.0,0.0,"Approved",
"Material","MSM0020","Misc. Material","4"" grinder blade steel cutting","Nos",false,18.0,4.0,"Approved",
"Material","MSM0046","Misc. Material","Green  Carpet  3mtr X 50mtr","NOS",false,5.0,4.0,"Approved",
"Material","MSM0010","Misc. Material","Expansion Joint Sheet 25 mm x 1.2 mtr x 2.4 mtr HD 100","sqm",false,18.0,4.0,"Approved",
"Material","MSM0006","Misc. Material","FRP 450x900 Solid Manhole Cover 20Ton Gray","Nos",false,18.0,17.0,"Approved",
"Material","MSM0008","Misc. Material","FRP 600x600 Solid Manhole Cover 20ton Gray","Nos",false,18.0,17.0,"Approved",
"Material","MSM0080","Misc. Material","FRP RECESSED COVER 80 MM DEPTH 12"" X 12"" (12 TON)","NOS",false,18.0,17.0,"Approved",
"Material","MSM0078","Misc. Material","HATIX PAIT REMOVER 1 LTR","NOS",false,0.0,0.0,"Delete",
"Material","MSM0012","Misc. Material","TARPAULINE 200 GSM","Sq.Ft.",false,0.0,4.0,"Approval",
"Material","MSM0082","Misc. Material","PLUMBING AND HARDWARE MATERIAL","NOS",false,0.0,4.0,"Approved",
"Material","MSM0083","Misc. Material","CEMENT SHEET 10 MM (8X4)","NOS",false,18.0,4.0,"Approved",
"Material","MSM0063","Misc. Material","CONVEX MIRROR 40""","NOS",false,18.0,4.0,"Approved",
"Material","MSM0007","Misc. Material","FRP 600x600 Perforated Manhole Cover 20ton Gray","Nos",false,18.0,17.0,"Approved",
"Material","MSM0069","Misc. Material","HELMET YELLOW","NOS",false,18.0,4.0,"Approved",
"Material","MSM0003","Misc. Material","2'x2'  R.C.C Chamber Cover Heavy","Nos",false,0.0,17.0,"Approved",
"Material","MSM0062","Misc. Material","CONVEX MIRROR 32""","NOS",false,18.0,4.0,"Approved",
"Material","MSM0026","Misc. Material","Savarni","Nos",false,0.0,4.0,"Approved",
"Material","MSM0036","Misc. Material","MULTI PLAY SYSTEM 9A","NOS",false,12.0,30.0,"Approved",
"Material","MSM0061","Misc. Material","NEW SPEED BREAKER","MTR",false,18.0,17.0,"Approved",
"Material","MSM0075","Misc. Material","DI Solid Manhole Cover 18"" * 36"" 10 Ton","NOS",false,0.0,17.0,"Approved",
"Material","MSM0025","Misc. Material","Jadu","Nos",false,0.0,4.0,"Approved",
"Material","MSM0040","Misc. Material","TWISTED CLIMBER","NOS",false,12.0,30.0,"Approved",
"Material","MSM0009","Misc. Material","LDPE Sheet 200 Micron","sqm",false,18.0,4.0,"Approved",
"Material","MSM0033","Misc. Material","300 x 300 Solid Manhole Cover","Nos",false,18.0,17.0,"Approved",
"Material","MSM0074","Misc. Material","Diesel for DG","Lit",false,0.0,4.0,"Approved",
"Material","MSM0018","Misc. Material","PLASTIC SHEET 40' X 40'","Sq.Ft.",false,18.0,4.0,"Approved",
"Material","MSM0084","Misc. Material","FOAM SPRAY","NOS",false,18.0,4.0,"Approved",
"Material","MSM0104","Misc. Material","DRILL TOOL 16 MM","NOS",false,18.0,4.0,"Approved",
"Material","MSM0125","Misc. Material","SURFACE PROTECTION FILM","MTR",false,0.0,4.0,"Approved",
"Material","MSM0094","Misc. Material","PORTABLE TOILET","NOS",false,18.0,7.0,"Approved",
"Material","MSM0106","Misc. Material","DRILL TOOL 6 MM","NOS",false,18.0,4.0,"Approved",
"Material","MSM0100","Misc. Material","Anti Skid Rubber Mat","Sq.Ft.",false,18.0,7.0,"Approved",
"Material","MSM0095","Misc. Material","PORTABLE BATHROOM","NOS",false,18.0,7.0,"Approved",
"Material","MSM0099","Misc. Material","FRP Manhole 750X750mm","NOS",false,0.0,30.0,"Approved",
"Material","MSM0098","Misc. Material","FRP Manhole 600X600mm","NOS",false,0.0,30.0,"Approved",
"Material","MSM0087","Misc. Material","FLOWER POT","NOS",false,18.0,4.0,"Approved",
"Material","MSM0086","Misc. Material","ROAD BRUSH PVC METAL PIPE","NOS",false,0.0,4.0,"Approved",
"Material","MSM0088","Misc. Material","DOOR MAT","SQF",false,18.0,4.0,"Approved",
"Material","MSM0019","Misc. Material","PLASTIC SHEET - 150 GSM","Sq.Ft.",false,18.0,4.0,"Approval",
"Material","MSM0124","Misc. Material","waterproof tape","NOS",false,0.0,5.0,"Approved",
"Material","MSM0123","Misc. Material","GAZIBO TENT","NOS",false,18.0,7.0,"Approved",
"Material","MSM0085","Misc. Material","FRP 600x600 Solid Manhole Cover 25 ton Gray","NOS",false,0.0,17.0,"Approved",
"Material","MSM0072","Misc. Material","Gangada Chuno","Kg",false,0.0,4.0,"Approved",
"Material","MSM0070","Misc. Material","SAFETY JACKET","NOS",false,5.0,4.0,"Approved",
"Material","MSM0037","Misc. Material","TRIPLE SWING (WITH 1 BABY SEAT)","NOS",false,12.0,30.0,"Approved",
"Material","MSM0023","Misc. Material","6"" patra","Nos",false,18.0,4.0,"Approved",
"Material","MSM0068","Misc. Material","Fire Extinguisher","Nos",false,18.0,4.0,"Approved",
"Material","MSM0015","Misc. Material","Cera Clean","Ltr",false,18.0,4.0,"Approved",
"Material","MSM0122","Misc. Material","THERMOCOL SHEET (1M X 1M X 150MM)","NOS",false,18.0,7.0,"Approved",
"Material","MSM0048","Misc. Material","EPDM RUBBER FLOORING (30mm)","Sq.Ft.",false,18.0,7.0,"Approved",
"Material","MSM0073","Misc. Material","Safety Net 3 X 50 Mtr (50%)","Nos",false,5.0,4.0,"Approved",
"Material","MSM0022","Misc. Material","Clear silicon (260ml)","Nos",false,18.0,5.0,"Approved",
"Material","MSM0028","Misc. Material","Chicken Mesh","bndl",false,18.0,5.0,"Approved",
"Material","MSM0076","Misc. Material","DI Solid Manhole Cover 12"" * 12"" 10 Ton","NOS",false,0.0,17.0,"Approved",
"Material","MSM0049","Misc. Material","INSTALLATION","Nos",false,18.0,0.0,"Approved",
"Material","MSM0081","Misc. Material","FRP RECESSED COVER 80 MM DEPTH 24"" X 24"" (12 TON)","NOS",false,18.0,17.0,"Approved",
"Material","MSM0053","Misc. Material","BROWN TAPE 3""","box",false,0.0,4.0,"Approved",
"Material","MSM0043","Misc. Material","Pramukh Legal Size File","Nos",false,18.0,4.0,"Approved",
"Material","MSM0004","Misc. Material","Cement Sheet 6mm","Sq.Ft.",false,0.0,4.0,"Approved",
"Material","MSM0044","Misc. Material","MIRROR MOUNTING DOUBLE SIDED GUM FOAM TAPE","NOS",false,18.0,4.0,"Approved",
"Material","MSM0071","Misc. Material","CROSS BELT GREEN","NOS",false,5.0,4.0,"Approved",
"Material","MSM0011","Misc. Material","RCC Manhole Cover Clear Opening 24 x 24 : Cover Size 30x30 Frame 33x33 Square Extra Heavy","NOS",false,0.0,17.0,"Approved",
"Material","MSM0041","Misc. Material","SPRING RIDER","NOS",false,12.0,30.0,"Approved",
"Material","MSM0059","Misc. Material","50 MM PVC SPEED BREAKER","MTR",false,18.0,17.0,"Approved",
"Material","MSM0039","Misc. Material","CAR SEE - SAW","NOS",false,12.0,30.0,"Approved",
"Material","MSM0035","Misc. Material","450 x 450 Solid Manhole Cover","NOS",false,18.0,17.0,"Approved",
"Material","MSM0027","Misc. Material","Silicon Gun","Nos",false,18.0,4.0,"Approved",
"Material","MSM0005","Misc. Material","Cement Sheet 8mm","Sq.Ft.",false,0.0,4.0,"Approved",
"Material","MSM0056","Misc. Material","Dustbin","Nos",false,18.0,4.0,"Approved",
"Material","MSM0058","Misc. Material","Plastic Box","Nos",false,18.0,4.0,"Approved",
"Material","MSM0021","Misc. Material","4"" blade rcc","Nos",false,18.0,4.0,"Approved",
"Material","MSM0064","Misc. Material","CONVEX MIRROR POLE","NOS",false,18.0,4.0,"Approved",
"Material","MSM0052","Misc. Material","PUMP 1.5 HP","NOS",false,18.0,7.0,"Approved",
"Material","MSM0060","Misc. Material","55 MM ABS SPEED BREAKER","MTR",false,18.0,14.0,"Approved",
"Material","MSM0079","Misc. Material","FRP RECESSED COVER 80 MM DEPTH 18"" X 36"" (12 TON)","NOS",false,18.0,17.0,"Approved",
"Material","MSM0047","Misc. Material","Grease","Kg",false,0.0,4.0,"Approved",
"Material","MSM0001","Misc. Material","TAL PATRI","Nos",false,0.0,4.0,"Approved",
"Material","MSM0093","Misc. Material","KEY CHAIN","NOS",false,0.0,4.0,"Approved",
"Material","MSM0090","Misc. Material","WATER FILTER CARTRIDGE","BAG",false,18.0,7.0,"Approved",
"Material","MSM0092","Misc. Material","DOSING CHEMICAL HEAVY","Kg",false,18.0,7.0,"Approved",
"Material","MSM0111","Misc. Material","TARPAULINE 300 GSM","Sq.Ft.",false,18.0,7.0,"Approved",
"Material","MSM0109","Misc. Material","WIRE BRUSH PVC HANDLE","NOS",false,0.0,4.0,"Approved",
"Material","MSM0110","Misc. Material","6inch chicken mesh","roll",false,0.0,4.0,"Approved",
"Material","MSM0108","Misc. Material","Curtain","NOS",false,5.0,14.0,"Approved",
"Material","MSM0091","Misc. Material","DOSING CHEMICAL 5522","Kg",false,18.0,7.0,"Approved",
"Material","MSM0112","Misc. Material","5MM TILES SPACER","PKT",false,0.0,4.0,"Approved",
"Material","MSM0113","Misc. Material","PAVADA","NOS",false,0.0,4.0,"Approved",
"Material","MSM0114","Misc. Material","PAWDA PVC HANDLE","NOS",false,0.0,4.0,"Approved",
"Material","MSM0107","Misc. Material","Shower Cap","NOS",false,18.0,4.0,"Approved",
"Material","MSM0115","Misc. Material","TRIKAM HANDLE","NOS",false,0.0,4.0,"Approved",
"Material","MSM0096","Misc. Material","RO FILTER PART","Lumpsum",false,18.0,14.0,"Approved",
"Material","MSM0116","Misc. Material","GI TAGARA","NOS",false,0.0,4.0,"Approved",
"Material","MSM0089","Misc. Material","Polypropylene Bag Filter","BAG",false,18.0,7.0,"Approved",
"Material","MSM0117","Misc. Material","CHIESEL FLAT 8 INCH","NOS",false,0.0,4.0,"Approved",
"Material","MSM0118","Misc. Material","HAMMER WITH HANDLE","NOS",false,0.0,4.0,"Approved",
"Material","MSM0119","Misc. Material","SAFETY BELT","NOS",false,0.0,4.0,"Approved",
"Material","MSM0120","Misc. Material","LINE DORI ROLL 2MM-3MM","NOS",false,0.0,4.0,"Draft",
"Material","MSM0097","Misc. Material","DEF (Urea) TATA Genuine","Ltr",false,18.0,7.0,"Approved",
"Material","MSM0105","Misc. Material","DRILL TOOL 5 MM","NOS",false,18.0,4.0,"Approved",
"Material","MSM0121","Misc. Material","TARPAULINE 180 GSM","Sq.Ft.",false,0.0,4.0,"Approved",
"Material","MSM0102","Misc. Material","DRILL TOOL 10 MM","NOS",false,18.0,4.0,"Approved",
"Material","MSM0101","Misc. Material","DRILL TOOL 8 MM","NOS",false,18.0,4.0,"Approved",
"Material","MSM0038","Misc. Material","HORSE MERRY GO ROUND","NOS",false,12.0,30.0,"Approved",
"Material","MSM0057","Misc. Material","HESSIAN CLOTH 1 MTR X 100 MTR ( BROWN BAG )","roll",false,0.0,4.0,"Approved",
"Material","MSM0045","Misc. Material","TRANSPARENT TAPE","NOS",false,18.0,4.0,"Approved",
"Material","MSM0103","Misc. Material","DRILL TOOL 12 MM","NOS",false,18.0,4.0,"Approved",
"Material","MSM0016","Misc. Material","Crack Filler","Lit",false,0.0,4.0,"Approved",
"Material","MSM0065","Misc. Material","Crack Filler ( kg )","Kg",false,18.0,4.0,"Approved",
"Material","MSM0002","Misc. Material","Tunes Knob Kn 29 Cp","Nos",false,0.0,4.0,"Approved",
"Material","MSM0055","Misc. Material","M-Seal","Kg",false,18.0,4.0,"Approved",
"Material","MSM0051","Misc. Material","Double gum tap  1"" (3M)","Nos",false,18.0,4.0,"Approved",
"Material","MSM0029","Misc. Material","GREEN NET","NOS",false,0.0,4.0,"Approved",
"Material","MSM0013","Misc. Material","HELMET WHITE RATCHET","Nos",false,18.0,4.0,"Approved",
"Material","MSM0077","Misc. Material","DI Solid Manhole Cover 24"" * 24"" 10 Ton","NOS",false,0.0,17.0,"Approved",
"Material","MSM0066","Misc. Material","PVC Rung","Nos",false,18.0,4.0,"Approved",
"Material","MSM0030","Misc. Material","Light Weight Filling","Ton",false,0.0,4.0,"Approved",
"Material","MSM0032","Misc. Material","600 x 600 Solid Manhole Cover","Nos",false,0.0,17.0,"Approved",
"Material","MSM0017","Misc. Material","Mosquito repellent Spray","Ltr",false,18.0,4.0,"Approved",
"Material","MSM0034","Misc. Material","600 x 600 Perforated Manhole Cover","Nos",false,0.0,17.0,"Approved",
"Material","MSM0031","Misc. Material","450 x 900 Solid Manhole Cover","Nos",false,0.0,17.0,"Approved",
"Material","MSM0014","Misc. Material","FRP COVER 21"" X 21""  - 2.5 TON","Nos",false,0.0,17.0,"Approved",
"Material","PM0485","Plumbing Material","75mm X 90mm  GREY FT","NOS",false,18.0,14.0,"Approved",
"Material","PM0596","Plumbing Material","OVERHEAD TANK COVER (2' X 2')","NOS",false,18.0,14.0,"Approved",
"Material","PM0594","Plumbing Material","3/4"" x 1/2"" Cpvc Brass Tee","Nos",false,18.0,14.0,"Approved",
"Material","PM0618","Plumbing Material","GI Pipe 4"" ( 6 Mtr )","Nos",false,18.0,14.0,"Approved",
"Material","PM0355","Plumbing Material","6"" CLEANING PIPE","NOS",false,18.0,14.0,"Approved",
"Material","PM0344","Plumbing Material","3"" DS Pipe 10'","Nos",false,18.0,14.0,"Approved",
"Material","PM0282","Plumbing Material","4"" Single ""Y""","Nos",false,18.0,14.0,"Approved",
"Material","PM0057","Plumbing Material","1/2"" Upvc Sch-40 Pipe 10ft","NOS",false,0.0,14.0,"Approved",
"Material","PM0356","Plumbing Material","4"" CLEANING PIPE","NOS",false,18.0,14.0,"Approved",
"Material","PM0345","Plumbing Material","600 x 600 Perforated  Manhole Cover 5 Tonne","Nos",false,0.0,14.0,"Approved",
"Material","PM0619","Plumbing Material","GI PIPE 3"" (6mtr)","NOS",false,18.0,14.0,"Approved",
"Material","PM0023","Plumbing Material","38x8 S.S. Screw","NOS",false,18.0,14.0,"Approved",
"Material","PM0370","Plumbing Material","3"" COUPLER","NOS",false,18.0,14.0,"Approved",
"Material","PM0288","Plumbing Material","75MM AGRI COUPLER (6KG)","NOS",false,0.0,14.0,"Approved",
"Material","PM0365","Plumbing Material","3"" FLANGE","NOS",false,18.0,14.0,"Approved",
"Material","PM0364","Plumbing Material","1.1/2"" NIPPLE","NOS",false,0.0,14.0,"Approved",
"Material","PM0371","Plumbing Material","3"" X 1.1/4"" TEE","NOS",false,18.0,14.0,"Approved",
"Material","PM0257","Plumbing Material","3"" X 2""  GI PIPE","Nos",false,0.0,14.0,"Approved",
"Material","PM0377","Plumbing Material","2"" X 2"" TEE","NOS",false,18.0,14.0,"Approved",
"Material","PM0216","Plumbing Material","Cold Water Meter","NOS",false,0.0,14.0,"Approved",
"Material","PM0492","Plumbing Material","2.1/2"" FTA","NOS",false,18.0,14.0,"Approved",
"Material","PM0486","Plumbing Material","3"" MT","NOS",false,18.0,14.0,"Approved",
"Material","PM0373","Plumbing Material","3X1"" TEE","NOS",false,18.0,14.0,"Approved",
"Material","PM0372","Plumbing Material","3X1.1/2"" TEE","NOS",false,18.0,14.0,"Approved",
"Material","PM0349","Plumbing Material","6"" PIPE S/S (10FT)","NOS",false,18.0,14.0,"Approved",
"Material","PM0030","Plumbing Material","Abro Tape 25mm","NOS",false,18.0,14.0,"Approved",
"Material","PM0606","Plumbing Material","6"" DS PIPE 6'","NOS",false,18.0,14.0,"Approved",
"Material","PM0513","Plumbing Material","Master trap 6x6","Nos",false,0.0,14.0,"Approved",
"Material","PM0022","Plumbing Material","3"" U  Bolt Coated","NOS",false,18.0,5.0,"Approved",
"Material","PM0487","Plumbing Material","90mm X 110mm REDUCER","NOS",false,0.0,14.0,"Approved",
"Material","PM0378","Plumbing Material","3"" LONG ELBOW","NOS",false,18.0,14.0,"Approved",
